City_ID,City,Country,Lat,Lng,Max Temp,Cloudiness,Humidity,Wind Speed,Current Description
346,Bud,US,39.447,-86.1758,84.31,71,62,12.26,broken clouds
347,Meulaboh,ID,4.1363,96.1285,76.15,100,88,3.29,overcast clouds
348,Nanchang,CN,28.6833,115.8833,65.16,97,75,19.1,overcast clouds
349,Saint-Pierre,RE,-21.3393,55.4781,71.24,0,73,5.75,clear sky
350,Takoradi,GH,4.8845,-1.7554,76.68,100,90,11.83,light rain
351,Iconha,BR,-20.7931,-40.8111,67.46,100,97,5.97,overcast clouds
352,Kodiak,US,57.79,-152.4072,45.91,1,61,3.44,clear sky
353,Cockburn Town,TC,21.4612,-71.1419,85.96,40,70,9.22,scattered clouds
354,Payson,US,40.0444,-111.7321,61.56,40,48,5.75,scattered clouds
355,Tateyama,JP,34.9833,139.8667,71.62,57,70,13.09,broken clouds
356,Ilyich,KZ,40.8464,68.5067,47.07,0,40,1.14,clear sky
357,Del Rio,US,29.3627,-100.8968,95.43,1,44,16.11,clear sky
358,Hearst,CA,49.6835,-83.6665,71.85,97,72,8.1,overcast clouds
359,Akyab,MM,20.15,92.9,80.73,100,87,4.25,overcast clouds
360,Sept-Iles,CA,50.2001,-66.3821,54.12,75,80,5.75,broken clouds
361,Rocha,UY,-34.4833,-54.3333,59.5,100,77,12.55,overcast clouds
362,Santa Gertrudis,MX,19.7333,-99.3667,80.44,23,37,5.84,few clouds
363,Berdigestyakh,RU,62.0989,126.6992,32.45,92,96,12.62,light snow
364,Jerez,GT,14.1,-89.75,88.25,20,51,2.3,few clouds
365,Sobolevo,RU,54.4299,31.8996,39.27,100,72,4.63,overcast clouds
366,Zhanjiang,CN,21.2815,110.3427,77.31,100,92,11.3,light rain
367,Puerto Leguizamo,CO,-0.1934,-74.7819,81.46,98,76,0.76,overcast clouds
368,Palmer,US,42.1584,-72.3287,63.99,90,69,3.0,overcast clouds
369,Hillsborough,US,37.5741,-122.3794,82.22,1,61,3.0,clear sky
370,Pisco,PE,-13.7,-76.2167,68.05,0,68,6.91,clear sky
371,Ayan,RU,56.45,138.1667,39.67,100,69,15.37,overcast clouds
372,Leningradskiy,RU,69.3833,178.4167,21.0,100,89,4.23,overcast clouds
373,Kamien Pomorski,PL,53.9685,14.7726,49.5,99,60,11.68,overcast clouds
374,Bahia Blanca,AR,-38.7196,-62.2724,73.35,4,33,4.59,clear sky
375,Alice Town,BS,25.7167,-79.3,81.12,4,63,3.09,clear sky
376,Esperance,AU,-33.8667,121.9,53.44,100,43,19.95,overcast clouds
377,Bethanien,NA,-26.502,17.1583,71.8,1,11,9.22,clear sky
378,Fomboni,KM,-12.28,43.7425,76.95,9,80,4.36,clear sky
379,Pontes E Lacerda,BR,-15.2261,-59.3353,92.71,99,34,3.38,overcast clouds
380,Minden,DE,52.2833,8.9167,47.32,78,88,4.61,broken clouds
381,San Quintin,MX,30.4833,-115.95,73.11,0,54,10.67,clear sky
382,Kodinsk,RU,58.6881,99.1844,29.59,99,94,7.0,overcast clouds
383,Hamilton,US,39.1834,-84.5333,84.96,1,62,1.99,clear sky
384,Hohhot,CN,40.8106,111.6522,30.49,0,64,4.47,clear sky
385,Olavarria,AR,-36.8927,-60.3225,61.23,94,79,8.39,overcast clouds
386,Ngunguru,NZ,-35.6167,174.5,60.17,8,63,6.04,clear sky
387,Anchorage,US,61.2181,-149.9003,49.35,40,71,5.01,scattered clouds
388,Agutaya,PH,11.148,120.9417,82.49,61,81,25.59,broken clouds
389,Sibolga,ID,1.7427,98.7792,75.38,100,89,2.44,overcast clouds
390,Zubtsov,RU,56.1753,34.5894,37.51,12,80,5.3,few clouds
391,Ulaanbaatar,MN,47.9077,106.8832,19.53,0,86,0.0,clear sky
392,Srednekolymsk,RU,67.45,153.6833,7.47,28,95,3.02,scattered clouds
393,Batagay-Alyta,RU,67.8006,130.4114,23.67,100,84,2.42,overcast clouds
394,Xinqing,CN,48.2333,129.5,38.1,0,80,9.66,clear sky
395,Eydhafushi,MV,5.1033,73.0708,82.94,83,76,17.02,broken clouds
396,Port Hardy,CA,50.6996,-127.4199,51.8,75,87,4.61,light intensity shower rain
397,Nioro,GM,13.35,-15.75,78.89,74,83,6.33,broken clouds
398,Cabedelo,BR,-6.9811,-34.8339,81.27,32,75,10.09,scattered clouds
399,Normandin,CA,48.8333,-72.5321,64.02,100,82,6.91,light rain
400,Nicoya,CR,10.1483,-85.452,89.15,84,76,2.8,broken clouds
401,Vostok,RU,46.4856,135.8833,37.0,100,88,14.92,overcast clouds
402,Paamiut,GL,61.994,-49.6678,36.63,100,61,9.42,overcast clouds
403,Tommot,RU,58.9564,126.2925,32.52,51,86,11.01,broken clouds
404,Denpasar,ID,-8.65,115.2167,74.86,20,88,4.61,few clouds
405,Lompoc,US,34.6391,-120.4579,86.22,1,55,13.8,clear sky
406,Plettenberg Bay,ZA,-34.0527,23.3716,60.84,42,59,6.89,scattered clouds
407,Loandjili,CG,-4.7561,11.8578,76.26,100,80,10.94,overcast clouds
408,Colares,PT,38.7992,-9.4469,71.33,0,62,3.0,clear sky
409,Taldan,RU,53.6667,124.8,30.94,7,82,4.18,clear sky
410,Fairlie,GB,55.756,-4.8556,52.02,99,88,13.58,overcast clouds
411,Pemangkat,ID,1.1667,108.9667,80.82,100,83,6.17,overcast clouds
412,Sechura,PE,-5.5569,-80.8222,76.17,29,62,16.46,scattered clouds
413,Bataipora,BR,-22.2953,-53.2711,67.96,100,91,5.59,overcast clouds
414,Sokolo,ML,14.7328,-6.1219,91.92,14,13,6.38,few clouds
415,Khash,IR,28.2211,61.2158,56.93,1,27,4.76,clear sky
416,Broken Hill,AU,-31.95,141.4333,42.51,46,81,10.36,scattered clouds
417,Yining,CN,29.0361,114.5636,60.71,100,88,4.56,overcast clouds
418,Auki,SB,-8.7676,160.7034,78.03,100,85,3.27,overcast clouds
419,Najran,SA,17.4924,44.1277,77.65,7,30,3.91,clear sky
420,Nyrob,RU,60.733,56.7202,32.18,100,72,6.42,overcast clouds
421,Vestmannaeyjar,IS,63.4427,-20.2734,43.23,60,71,14.9,broken clouds
422,Bonthe,SL,7.5264,-12.505,78.8,15,84,6.26,few clouds
423,Minudasht,IR,37.2289,55.3747,57.22,0,44,2.64,clear sky
424,Gigmoto,PH,13.7796,124.39,81.01,95,85,11.9,overcast clouds
425,Porto Novo,BJ,6.4965,2.6036,82.22,85,84,5.57,overcast clouds
426,Matara,LK,5.9485,80.5353,78.19,81,88,12.46,broken clouds
427,Huainan,CN,32.6264,116.9969,56.7,100,75,11.48,light rain
428,Viru,PE,-8.4167,-78.75,60.1,69,73,6.8,broken clouds
429,Ust-Omchug,RU,61.15,149.6333,1.9,26,89,2.01,scattered clouds
430,Fare,PF,-16.7,-151.0167,79.38,26,74,11.65,scattered clouds
431,Ziro,IN,27.6333,93.8333,53.67,8,96,2.48,clear sky
432,Terra Santa,BR,-2.1042,-56.4869,90.86,100,45,2.86,overcast clouds
433,Olafsvik,IS,64.8945,-23.7142,40.15,24,60,0.83,few clouds
434,Bibiani,GH,6.4635,-2.3194,72.93,100,99,2.77,light rain
435,Voh,NC,-20.9667,164.7,75.02,0,53,5.99,clear sky
436,Shingu,JP,33.7333,135.9833,67.8,1,90,4.21,clear sky
437,Guerrero Negro,MX,27.9769,-114.0611,79.68,0,46,12.5,clear sky
438,Padang,ID,-0.9492,100.3543,75.07,100,95,1.59,light rain
439,Mahebourg,MU,-20.4081,57.7,71.89,75,94,6.91,light rain
440,Acarau,BR,-2.8856,-40.12,79.74,7,77,19.95,clear sky
441,Dinard,FR,48.6314,-2.0614,61.34,75,88,5.75,broken clouds
442,Mormugao,IN,15.4,73.8,78.06,27,87,1.99,scattered clouds
443,Troitskoye,RU,52.9821,84.6757,42.87,100,79,5.97,overcast clouds
444,Mount Darwin,ZW,-16.7725,31.5838,69.08,3,68,12.5,clear sky
445,Peniche,PT,39.3558,-9.3811,71.62,10,86,1.72,clear sky
446,Kitakata,JP,37.65,139.8667,63.32,2,94,2.19,clear sky
447,Asyut,EG,27.181,31.1837,80.78,16,22,5.23,few clouds
448,Sale,MA,34.0389,-6.8166,67.75,40,100,0.0,scattered clouds
449,Atar,MR,20.5169,-13.0499,88.3,1,18,4.83,clear sky
450,Nanortalik,GL,60.1432,-45.2371,36.37,6,61,2.91,clear sky
451,Kunya,NG,12.2233,8.5325,69.96,0,73,2.3,clear sky
452,Talnakh,RU,69.4865,88.3972,20.79,93,97,5.17,light snow
453,Chivolo,CO,10.025,-74.6228,85.95,74,67,1.43,broken clouds
454,Teguldet,RU,57.3064,88.1667,27.9,100,83,5.35,overcast clouds
455,Meihekou,CN,42.5272,125.6753,39.54,0,68,4.25,clear sky
456,Dubuque,US,42.4833,-90.8668,72.57,75,83,14.97,moderate rain
457,Pitimbu,BR,-7.4706,-34.8086,81.19,52,79,9.01,broken clouds
458,Papetoai,PF,-17.4961,-149.8729,81.99,69,69,8.7,broken clouds
459,Nong Khai,TH,17.9167,103.0833,77.29,100,98,5.91,overcast clouds
460,Xian,CN,34.2583,108.9286,45.41,100,81,0.85,light rain
461,Fria,GN,10.4167,-13.5833,79.21,100,95,2.35,overcast clouds
462,Floro,NO,61.5996,5.0328,48.16,75,93,5.75,broken clouds
463,Belaya Gora,RU,68.5333,146.4167,19.27,100,74,3.67,overcast clouds
464,Olinda,BR,-8.0089,-34.8553,80.33,40,74,8.05,scattered clouds
465,Havelock,US,34.8791,-76.9013,76.01,90,88,1.99,overcast clouds
466,Tromso,NO,69.6496,18.957,46.42,75,93,9.22,broken clouds
467,Sola,VU,-13.8833,167.55,79.02,68,80,17.11,broken clouds
468,San Andres,CO,12.5847,-81.7006,87.82,20,70,12.66,few clouds
469,Yagodnoye,RU,62.55,149.6667,6.53,12,87,3.47,few clouds
470,Marquette,US,46.5333,-87.6335,72.77,100,83,11.45,overcast clouds
471,Kambove,CD,-10.8764,26.5969,73.99,73,30,4.54,broken clouds
472,Arman,RU,59.7,150.1667,27.9,0,62,9.06,clear sky
473,Vendome,FR,47.8,1.0667,55.09,0,77,7.27,clear sky
474,Barabinsk,RU,55.3571,78.357,32.86,100,74,11.77,overcast clouds
475,Coolum Beach,AU,-26.5333,153.1,69.33,53,89,6.82,broken clouds
476,Manuk Mangkaw,PH,4.8,119.85,84.09,100,76,10.71,light rain
477,Glendive,US,47.1053,-104.7125,66.96,1,35,12.66,clear sky
478,Upington,ZA,-28.4478,21.2561,64.78,11,11,3.44,few clouds
479,Pafos,CY,34.7667,32.4167,73.31,0,52,3.44,clear sky
480,Half Moon Bay,US,37.4636,-122.4286,82.81,1,59,0.0,clear sky
481,Torgelow,DE,53.6333,14.0167,49.5,100,56,8.39,overcast clouds
482,Kuminskiy,RU,58.6667,66.5667,27.0,0,66,2.08,clear sky
483,Phalaborwa,ZA,-23.943,31.1411,63.68,61,77,12.97,broken clouds
484,Tazovskiy,RU,67.4667,78.7,28.31,43,76,15.88,scattered clouds
485,Luzon,PH,6.519,126.0941,83.01,100,72,9.95,overcast clouds
486,Grand Gaube,MU,-20.0064,57.6608,72.0,98,91,5.01,light rain
487,Japura,ID,-0.3167,102.35,73.96,100,97,2.17,overcast clouds
488,Kenai,US,60.5544,-151.2583,49.08,1,69,10.36,clear sky
489,San Pedro,PH,14.35,121.0167,80.35,20,89,0.0,few clouds
490,Tuy Hoa,VN,13.0833,109.3,76.96,100,91,5.77,overcast clouds
491,Lincoln,US,40.8,-96.667,68.16,1,56,1.01,light rain
492,Lengshuijiang,CN,27.6881,111.4294,53.91,100,90,8.75,overcast clouds
493,Posse,BR,-14.0931,-46.3694,87.1,94,28,2.21,overcast clouds
494,Praya,CV,14.9215,-23.5087,79.34,0,78,19.57,clear sky
495,Heishan,CN,41.6892,122.1128,45.41,0,50,6.55,clear sky
496,Hobyo,SO,5.3505,48.5268,78.58,47,88,18.07,scattered clouds
497,Bogande,BF,12.9714,-0.1436,88.63,100,41,4.12,overcast clouds
498,Chapais,CA,49.7834,-74.8492,58.78,100,94,7.83,overcast clouds
499,Sol-Iletsk,RU,51.1631,54.9918,42.84,44,83,3.71,scattered clouds
500,Moyale,KE,3.5167,39.0584,72.03,20,55,3.24,few clouds
501,Mildura,AU,-34.2,142.15,40.96,0,87,5.75,clear sky
502,Tadine,NC,-21.55,167.8833,73.58,62,58,12.75,broken clouds
503,Henties Bay,NA,-22.116,14.2845,60.85,0,67,4.43,clear sky
504,Torit,SS,4.4133,32.5678,77.09,85,72,2.26,overcast clouds
505,Olsztyn,PL,53.7799,20.4942,30.16,0,67,5.84,clear sky
506,Gobabis,NA,-22.45,18.9667,65.16,0,11,10.65,clear sky
507,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.09,100,91,16.28,light rain
508,Oksfjord,NO,70.2396,22.3479,45.52,100,92,3.56,overcast clouds
509,Bonavista,CA,48.6499,-53.1147,45.12,72,74,28.3,broken clouds
510,Bodden Town,KY,19.2833,-81.25,87.8,20,66,6.91,few clouds
511,Inta,RU,66.0317,60.1659,28.65,83,73,6.71,broken clouds
512,Babu,CN,24.4167,111.5167,64.15,100,89,9.42,overcast clouds
513,Ust-Kulom,RU,61.6864,53.6902,36.7,100,96,6.98,overcast clouds
514,Mackay,AU,-21.15,149.2,73.04,20,94,3.44,few clouds
515,Riyadh,SA,24.6877,46.7219,82.54,0,17,5.48,clear sky
516,Ixtapa,MX,20.7,-105.2,87.22,100,83,3.0,overcast clouds
517,Kutina,HR,45.475,16.7819,46.38,100,96,11.27,overcast clouds
518,Harrisonburg,US,38.4496,-78.8689,69.84,90,86,4.61,overcast clouds
519,Honiara,SB,-9.4333,159.95,81.84,96,79,1.59,overcast clouds
520,Bulgan,MN,48.8125,103.5347,35.69,2,50,2.1,clear sky
521,Aasiaat,GL,68.7098,-52.8699,30.61,100,74,3.8,overcast clouds
522,Sur,OM,22.5667,59.5289,82.71,0,56,7.63,clear sky
523,Kabanjahe,ID,3.1001,98.4908,61.56,100,96,4.59,overcast clouds
524,Pangoa,PE,-12.1167,-73.0,88.12,94,48,2.71,overcast clouds
525,Gat,IL,31.61,34.7642,74.39,0,64,5.53,clear sky
526,Mackenzie,CA,55.2999,-123.1698,44.82,20,49,6.91,few clouds
527,Avera,US,33.194,-82.5271,83.08,10,55,8.14,clear sky
528,Kamenka,RU,51.3223,42.7678,43.16,0,59,4.97,clear sky
529,Lozovik,RS,44.4677,21.1007,51.06,96,62,17.16,overcast clouds
530,Boende,CD,-0.2167,20.8667,72.55,95,98,2.46,light rain
531,Kosonsoy,UZ,41.2561,71.5508,39.76,54,71,5.79,broken clouds
532,Kahului,US,20.8947,-156.47,83.46,40,75,21.85,scattered clouds
533,Alice Springs,AU,-23.7,133.8833,53.15,90,100,8.05,overcast clouds
534,Nador,MA,35.174,-2.9287,70.05,0,73,10.36,clear sky
535,Alta Floresta,BR,-9.8756,-56.0861,93.02,20,49,6.91,few clouds
536,Ugoofaaru,MV,5.6667,73.0,83.01,72,77,17.85,broken clouds
537,Asosa,ET,10.0667,34.5333,61.77,99,92,4.0,overcast clouds
538,Bjerkvik,NO,68.5597,17.5189,48.0,100,88,3.83,light rain
539,Camacha,PT,33.0833,-16.3333,69.53,20,73,11.5,few clouds
540,Odessa,UA,46.4775,30.7326,46.33,0,71,4.47,clear sky
541,Requena,ES,39.4883,-1.1004,61.99,64,90,6.13,broken clouds
542,Port Macquarie,AU,-31.4333,152.9167,63.9,75,100,2.3,light rain
543,Kashi,CN,39.4547,75.9797,43.81,40,70,2.24,scattered clouds
544,Savannakhet,LA,16.566,104.751,73.04,100,98,0.83,moderate rain
545,Richards Bay,ZA,-28.783,32.0377,62.42,76,62,5.35,broken clouds
546,Tiznit,MA,29.5833,-9.5,69.44,100,54,2.24,overcast clouds
547,Kem,RU,64.9555,34.5793,52.11,100,93,12.15,overcast clouds
548,San Cosme Y Damian,PY,-27.3167,-56.35,80.78,85,83,6.53,overcast clouds
549,Chadiza,ZM,-14.0678,32.4392,76.6,8,34,15.68,clear sky
550,Naryan-Mar,RU,67.6713,53.087,30.63,100,94,11.18,overcast clouds
551,Thaba-Tseka,LS,-29.522,28.6084,49.6,0,49,2.8,clear sky
552,Ahipara,NZ,-35.1667,173.1667,58.87,84,64,6.89,broken clouds
553,Saldanha,ZA,-33.0117,17.9442,62.65,77,58,9.66,broken clouds
554,San Ramon De La Nueva Oran,AR,-23.1322,-64.326,82.38,90,58,4.79,overcast clouds
555,Oranjemund,NA,-28.55,16.4333,73.0,6,32,4.74,clear sky
556,Chany,RU,55.3121,76.7647,32.27,100,73,11.27,overcast clouds
557,Rudbar,AF,30.15,62.6,56.59,0,21,14.7,clear sky
558,San Joaquin,US,37.9333,-121.3011,81.1,1,34,0.0,clear sky
559,Tabasalu,EE,59.4303,24.5331,52.0,0,86,12.66,clear sky
560,Sioux Lookout,CA,50.1001,-91.917,62.98,90,94,6.91,mist
561,Vzmorye,RU,54.6961,20.2361,42.89,0,68,8.75,clear sky
562,Kyabram,AU,-36.3167,145.05,42.87,0,80,10.22,clear sky
563,Veraval,IN,20.9,70.3667,81.82,30,78,2.95,scattered clouds
564,High Rock,BS,26.6208,-78.2833,82.42,10,57,4.21,clear sky
565,Jambi,ID,-1.6,103.6167,72.99,100,98,1.88,moderate rain
566,Buritis,BR,-15.6178,-46.4233,84.92,87,46,5.17,moderate rain
567,Piacabucu,BR,-10.4056,-36.4344,76.59,100,78,9.26,overcast clouds
568,Beyneu,KZ,45.3167,55.2,50.83,88,48,6.85,overcast clouds
569,Uyar,RU,55.81,94.3153,39.07,100,92,5.91,light rain
570,Ardakan,IR,32.31,54.0175,61.18,0,26,8.16,clear sky
571,Bombay,IN,19.0144,72.8479,80.58,75,89,4.61,haze
572,Macalaya,PH,12.8894,123.7711,79.34,85,92,11.01,overcast clouds
573,Sotouboua,TG,8.5667,0.9833,73.65,68,93,4.94,broken clouds
574,Matagami,CA,49.7502,-77.6328,60.91,90,100,8.05,overcast clouds
575,San Buenaventura,MX,27.0833,-101.5333,103.66,3,15,7.0,clear sky
576,Shimoda,JP,34.6667,138.95,68.11,10,81,7.05,clear sky
577,Kyzyl-Suu,KG,42.3414,78.0056,36.72,100,99,3.94,overcast clouds
578,Kenora,CA,49.8167,-94.4337,60.78,75,94,3.44,broken clouds
579,Hue,VN,16.4667,107.6,78.91,40,94,2.3,scattered clouds
580,Lahat,ID,-3.8,103.5333,75.2,93,86,1.43,moderate rain
581,Crossville,US,35.949,-85.0269,79.43,75,66,3.0,broken clouds
582,Cap Malheureux,MU,-19.9842,57.6142,72.09,98,91,5.01,light rain
583,Thunder Bay,CA,48.4001,-89.3168,63.99,90,99,9.22,mist
584,Zhumadian,CN,32.9794,114.0294,54.48,100,74,13.33,light rain
585,Yarada,IN,17.65,83.2667,80.92,40,94,5.75,mist
586,Mayskiy,RU,47.6931,40.1025,53.44,7,51,8.75,clear sky
587,Batagay,RU,67.6333,134.6333,29.98,100,81,5.75,overcast clouds
588,Mindelo,CV,16.8901,-24.9804,78.35,40,73,28.77,scattered clouds
589,Burnie,AU,-41.0667,145.9167,44.94,1,65,5.46,clear sky
590,Phayao,TH,19.25,100.25,71.15,100,100,1.92,overcast clouds
591,Mandera,KE,3.9366,41.867,85.1,100,51,20.02,overcast clouds
592,Mazamari,PE,-11.3258,-74.5308,82.71,91,66,1.83,overcast clouds
593,Altay,CN,47.8667,88.1167,37.06,91,44,5.14,overcast clouds
594,Banjarmasin,ID,-3.3244,114.591,75.34,100,90,1.21,overcast clouds
595,Dudinka,RU,69.4058,86.1778,23.68,100,93,6.73,overcast clouds
596,Kindu,CD,-2.95,25.95,69.62,96,97,2.66,light rain
597,Dod Ballapur,IN,13.2919,77.5431,69.82,93,91,5.39,overcast clouds
598,Rio Gallegos,AR,-51.6226,-69.2181,53.65,20,40,14.97,few clouds
599,Miraflores,MX,19.2167,-98.8083,81.03,77,58,5.01,broken clouds
600,Rawson,AR,-43.3002,-65.1023,74.88,34,29,14.25,scattered clouds
601,Rabo De Peixe,PT,37.8,-25.5833,69.31,75,94,9.22,broken clouds
602,El Rodeo,GT,14.9167,-91.9667,90.19,82,81,5.08,broken clouds
603,Pombas,CV,17.1503,-25.0201,76.78,4,80,10.65,clear sky
604,Penzance,GB,50.1186,-5.5371,56.08,4,78,14.88,clear sky
605,Mecca,SA,21.4267,39.8261,86.83,2,44,2.8,clear sky
606,Samarai,PG,-10.6167,150.6667,79.29,98,78,8.55,overcast clouds
607,Bosaso,SO,11.2842,49.1816,85.42,74,64,2.06,broken clouds
608,Ketchikan,US,55.3422,-131.6461,48.67,75,81,6.91,light rain
609,Lewistown,US,40.5992,-77.5714,69.55,90,88,0.0,overcast clouds
610,Walvis Bay,NA,-22.9575,14.5053,61.75,0,72,11.5,clear sky
611,Divicani,BA,44.3667,17.3261,40.84,100,100,3.47,overcast clouds
612,Murray,US,40.6669,-111.888,62.76,1,48,4.0,smoke
613,Innisfail,AU,-17.5333,146.0333,71.17,0,76,3.04,clear sky
614,Puerto Colombia,CO,10.9878,-74.9547,82.49,100,74,7.85,overcast clouds
615,Mirnyy,RU,62.5353,113.9611,28.38,99,90,14.38,overcast clouds
616,Proletarsk,RU,46.7031,41.7192,52.21,7,48,10.96,clear sky
617,Tezu,IN,27.9167,96.1667,75.11,2,75,3.02,clear sky
618,Abu Dhabi,AE,24.4667,54.3667,89.62,0,58,6.91,clear sky
619,Asau,RO,46.4333,26.4,41.76,23,47,2.28,light snow
620,Inhambane,MZ,-23.865,35.3833,68.9,10,62,16.53,clear sky
621,Namatanai,PG,-3.6667,152.4333,80.92,24,77,3.31,few clouds
622,West Bay,KY,19.3667,-81.4167,87.87,20,73,5.01,few clouds
623,New Glasgow,CA,45.5834,-62.6486,59.38,97,63,6.53,overcast clouds
624,Nabire,ID,-3.3667,135.4833,75.83,96,91,2.8,overcast clouds
625,Taunggyi,MM,20.7833,97.0333,62.74,99,97,2.91,overcast clouds
626,Doha,QA,25.2867,51.5333,85.98,0,52,6.91,clear sky
627,Damaturu,NG,11.747,11.9608,86.16,100,20,4.38,overcast clouds
628,Sneek,NL,53.033,5.6589,57.15,100,91,4.0,overcast clouds
629,Maryborough,AU,-25.5333,152.7,73.11,9,70,5.12,clear sky
630,Dwarka,IN,22.2394,68.9678,81.97,2,76,5.12,clear sky
631,Ferkessedougou,CI,9.6,-5.2,74.88,99,91,3.8,light rain
632,Port Said,EG,31.2565,32.2841,76.98,0,78,11.5,clear sky
633,Nelson,NZ,-41.2833,173.2833,57.79,100,68,5.21,overcast clouds
634,Mokhsogollokh,RU,61.4681,128.9203,34.21,100,77,11.21,overcast clouds
635,Karwar,IN,14.8,74.1333,77.02,67,89,1.88,broken clouds
636,Anahuac,MX,27.2333,-100.15,101.5,5,27,11.74,clear sky
637,Satipo,PE,-11.2522,-74.6386,83.26,87,61,1.88,overcast clouds
638,Los Banos,PH,14.1667,121.1833,79.81,93,89,11.16,overcast clouds
639,Ancud,CL,-41.8697,-73.8203,55.42,100,77,8.08,overcast clouds
640,Big Spring,US,32.2504,-101.4787,95.54,75,19,39.15,haze
641,Jumla,NP,29.2747,82.1838,50.7,1,78,4.94,clear sky
642,Lowestoft,GB,52.4752,1.7516,49.95,63,92,8.32,broken clouds
643,Itaituba,BR,-4.2761,-55.9836,93.36,20,62,3.44,few clouds
644,Bama,NG,11.5221,13.6856,82.17,99,54,6.62,overcast clouds
645,Ginda,IN,30.6945,78.4932,56.03,0,46,7.16,clear sky
646,Jacmel,HT,18.2342,-72.5347,89.44,94,72,4.12,overcast clouds
647,Margate,GB,51.3813,1.3862,56.7,77,81,10.83,broken clouds
648,Mbandaka,CD,0.0487,18.2603,71.24,86,98,2.33,overcast clouds
649,Bronnoysund,NO,65.4625,12.1997,48.2,75,93,8.05,broken clouds
650,Leo,BF,11.1,-2.1,75.78,81,72,4.21,broken clouds
651,Lorengau,PG,-2.0226,147.2712,81.48,99,75,3.2,overcast clouds
652,Chokwe,MZ,-24.5333,32.9833,65.75,16,65,12.28,few clouds
653,Dunedin,NZ,-45.8742,170.5036,54.81,100,67,5.41,overcast clouds
654,Morgan City,US,29.6994,-91.2068,87.8,40,61,8.05,scattered clouds
655,Mega,ET,4.05,38.3,64.2,7,64,6.87,clear sky
656,Svetlogorsk,BY,52.6333,29.7333,39.34,92,64,4.41,overcast clouds
657,Cidreira,BR,-30.1811,-50.2056,65.25,100,78,19.39,overcast clouds
658,Mikun,RU,62.3547,50.0771,43.68,100,97,9.75,overcast clouds
659,Seydi,TM,39.4816,62.9137,47.03,0,42,4.07,clear sky
660,Gmund,AT,48.7683,14.9808,42.22,72,89,2.73,broken clouds
661,Para De Minas,BR,-19.8603,-44.6083,73.24,100,86,5.86,overcast clouds
662,Nan,TH,18.8333,100.6667,72.61,100,99,1.57,overcast clouds
663,Savinskiy,RU,62.9342,40.1361,49.57,100,91,10.96,overcast clouds
664,Kamaishi,JP,39.2667,141.8833,66.18,76,94,11.25,broken clouds
665,Acapulco,MX,16.8634,-99.8901,85.33,24,71,7.34,few clouds
666,Nadym,RU,65.5333,72.5167,27.5,28,76,9.28,scattered clouds
667,Muyezerskiy,RU,63.9333,31.65,48.9,100,92,12.68,light rain
668,Aurad,IN,18.25,77.4333,71.92,96,78,3.22,overcast clouds
669,Alvorada,BR,-12.48,-49.1247,95.11,61,26,3.38,very heavy rain
670,Andenes,NO,69.3143,16.1194,47.07,75,87,2.3,broken clouds
671,Lugovoy,KZ,42.9472,72.7644,40.39,53,64,7.0,broken clouds
672,Naantali,FI,60.4674,22.0243,53.11,20,82,11.5,few clouds
673,Amstelveen,NL,52.3008,4.8639,58.08,75,91,5.99,broken clouds
674,Port Hawkesbury,CA,45.6169,-61.3485,58.59,1,68,1.01,clear sky
675,Murray Bridge,AU,-35.1167,139.2667,48.45,89,72,2.55,overcast clouds
676,Eureka,US,40.8021,-124.1637,63.12,69,81,10.0,broken clouds
677,Komsomolskiy,UZ,40.4272,71.7189,45.32,24,81,6.91,few clouds
678,Okha,RU,53.5739,142.9478,46.58,100,98,12.71,light rain
679,Charters Towers,AU,-20.1,146.2667,68.56,0,76,10.16,clear sky
680,Mandalgovi,MN,45.7625,106.2708,35.04,0,39,9.31,clear sky
681,Alihe,CN,50.5667,123.7167,36.88,0,76,6.76,clear sky
682,Necochea,AR,-38.5473,-58.7368,61.11,45,78,8.55,scattered clouds
683,Kayiry,UA,46.9454,33.7059,51.49,1,46,11.27,clear sky
684,La Ronge,CA,55.1001,-105.2842,53.85,75,40,1.14,broken clouds
685,Ayagoz,KZ,47.9714,80.4392,39.27,100,81,12.03,light rain
686,Pringsewu,ID,-5.3582,104.9744,74.73,100,95,3.65,overcast clouds
687,Knoxville,US,35.9606,-83.9207,82.29,1,64,0.0,clear sky
688,Altamont,US,42.2068,-121.7372,58.89,75,59,8.01,broken clouds
689,Derbent,RU,42.0678,48.2899,57.99,70,81,4.52,broken clouds
690,Zhuanghe,CN,39.7008,122.9911,49.62,2,53,7.36,clear sky
691,Umm Bab,QA,25.2142,50.8072,80.28,0,57,11.48,clear sky
692,Maniitsoq,GL,65.4167,-52.9,35.67,100,87,10.49,overcast clouds
693,Akcaabat,TR,41.0212,39.5715,62.47,75,82,5.75,broken clouds
694,Karakol,KG,42.4907,78.3936,33.28,100,98,5.75,snow
695,Krasnoselkup,RU,65.7,82.4667,25.63,50,78,11.68,scattered clouds
696,Kidal,ML,18.4411,1.4078,87.8,100,9,10.45,overcast clouds
697,Gisborne,NZ,-38.6533,178.0042,55.94,7,72,5.03,clear sky
698,Hami,CN,42.8,93.45,48.04,4,25,7.18,clear sky
699,Trelew,AR,-43.249,-65.3051,81.82,39,18,9.95,scattered clouds
700,Nagato,JP,34.3833,131.2,75.11,40,90,9.37,scattered clouds
