City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Yumen,CN,2021-10-10 00:12:14,40.2833,97.2,33.04,36,0,6.76
295,Embonas,GR,2021-10-10 00:12:14,36.2269,27.8564,68.83,75,0,8.37
296,Anloga,GH,2021-10-10 00:12:15,5.7947,0.8973,79.7,85,94,12.77
297,Lakhdenpokhya,RU,2021-10-10 00:12:15,61.5198,30.1992,50.83,92,95,7.74
298,Trelaze,FR,2021-10-10 00:12:16,47.45,-0.4667,50.88,94,1,1.01
299,Esperance,AU,2021-10-10 00:12:16,-33.8667,121.9,55.74,51,80,4.21
300,Nouadhibou,MR,2021-10-10 00:12:16,20.931,-17.0347,71.67,75,74,21.61
301,Camrose,CA,2021-10-10 00:12:17,53.0168,-112.8353,60.82,18,39,5.37
302,Constitucion,CL,2021-10-10 00:12:17,-35.3333,-72.4167,50.86,90,44,3.49
303,Tacuarembo,UY,2021-10-10 00:12:18,-31.7333,-55.9833,61.09,84,99,13.71
304,Marsh Harbour,BS,2021-10-10 00:12:18,26.5412,-77.0636,82.17,63,92,3.2
305,San Patricio,US,2021-10-10 00:12:18,28.017,-97.5169,82.81,59,0,12.24
306,Richards Bay,ZA,2021-10-10 00:09:17,-28.783,32.0377,66.99,74,100,19.1
307,Naze,JP,2021-10-10 00:07:35,28.3667,129.4833,78.03,74,58,20.49
308,Banda Aceh,ID,2021-10-10 00:12:19,5.5577,95.3222,79.63,81,89,12.57
309,At-Bashi,KG,2021-10-10 00:12:19,41.1702,75.8106,35.31,61,75,5.73
310,Kijang,KR,2021-10-10 00:12:20,35.2442,129.2139,75.18,78,0,2.93
311,Vardo,NO,2021-10-10 00:07:36,70.3705,31.1107,41.65,91,100,6.89
312,Kahului,US,2021-10-10 00:12:20,20.8947,-156.47,79.86,80,40,19.57
313,Ziarat,PK,2021-10-10 00:12:21,30.3823,67.7282,52.88,23,0,6.89
314,Lodwar,KE,2021-10-10 00:12:21,3.1191,35.5973,84.56,47,43,15.64
315,Kaili,ID,2021-10-10 00:12:21,-3.4626,120.2147,73.81,74,100,2.06
316,Vredendal,ZA,2021-10-10 00:12:22,-31.6683,18.5012,56.01,83,16,4.34
317,Aktash,RU,2021-10-10 00:12:11,50.3,87.7333,12.94,81,3,4.76
318,Ostrovnoy,RU,2021-10-10 00:12:22,68.0531,39.5131,39.07,97,100,12.59
319,Guarapari,BR,2021-10-10 00:12:23,-20.6667,-40.4975,67.89,86,100,3.4
320,Sarangani,PH,2021-10-10 00:12:23,5.4033,125.4636,84.18,76,100,17.9
321,Vila Velha,BR,2021-10-10 00:12:23,-20.3297,-40.2925,67.95,88,90,3.44
322,Elizabeth City,US,2021-10-10 00:12:24,36.2946,-76.2511,72.01,91,90,1.99
323,Ratnagiri,IN,2021-10-10 00:12:24,16.9833,73.3,77.61,91,95,5.82
324,Westport,US,2021-10-10 00:12:24,41.1415,-73.3579,64.8,83,90,1.01
325,Gambela,ET,2021-10-10 00:12:25,8.25,34.5833,72.16,95,100,3.89
326,Asmara,ER,2021-10-10 00:12:25,15.3333,38.9333,57.42,84,36,5.32
327,Kibre Mengist,ET,2021-10-10 00:12:26,5.8833,38.9833,61.68,85,100,0.4
328,Zacatlan,MX,2021-10-10 00:12:26,19.9333,-97.9667,59.97,95,48,3.85
329,San Ignacio,BZ,2021-10-10 00:12:27,17.1561,-89.0714,79.05,80,93,3.22
330,Pisco,PE,2021-10-10 00:12:27,-13.7,-76.2167,64.02,82,0,13.8
331,Cidreira,BR,2021-10-10 00:12:27,-30.1811,-50.2056,63.88,88,100,19.15
332,Moindou,NC,2021-10-10 00:12:28,-21.6924,165.677,80.55,50,0,8.84
333,Khujner,IN,2021-10-10 00:12:28,23.7833,76.6,73.26,73,58,5.12
334,Komsomolskiy,UZ,2021-10-10 00:09:17,40.4272,71.7189,45.82,62,100,5.39
335,La Maddalena,IT,2021-10-10 00:12:28,41.2142,9.4083,64.45,61,43,28.99
336,La Ronge,CA,2021-10-10 00:12:29,55.1001,-105.2842,51.66,35,84,5.08
337,Havoysund,NO,2021-10-10 00:12:29,70.9963,24.6622,41.88,94,100,5.21
338,Vanimo,PG,2021-10-10 00:12:30,-2.6741,141.3028,85.14,70,34,5.73
339,Ewa Beach,US,2021-10-10 00:07:52,21.3156,-158.0072,82.35,60,90,17.27
340,Tambura,SS,2021-10-10 00:12:30,5.6,27.4667,70.34,96,99,1.9
341,Donskoye,RU,2021-10-10 00:12:30,45.4552,41.9741,44.71,67,100,16.53
342,Beringovskiy,RU,2021-10-10 00:12:17,63.05,179.3167,30.72,95,100,6.44
343,Swift Current,CA,2021-10-10 00:12:31,50.2834,-107.8014,62.22,39,49,6.53
344,Svarstad,NO,2021-10-10 00:12:31,59.399,9.9698,54.09,56,57,4.0
345,Alenquer,BR,2021-10-10 00:12:32,-1.9417,-54.7383,77.34,59,44,4.0
346,Ninghai,CN,2021-10-10 00:12:32,29.2892,121.4247,79.74,88,68,2.95
347,Yulara,AU,2021-10-10 00:12:32,-25.2406,130.9889,64.24,59,75,18.41
348,Kathu,TH,2021-10-10 00:09:33,7.9178,98.3332,83.7,97,97,18.07
349,Impfondo,CG,2021-10-10 00:12:33,1.6381,18.0667,72.48,95,98,2.13
350,Alofi,NU,2021-10-10 00:12:33,-19.0595,-169.9187,78.19,77,98,8.9
351,Parana,AR,2021-10-10 00:12:34,-31.732,-60.5238,69.57,56,0,10.78
352,Sangar,RU,2021-10-10 00:12:34,63.9242,127.4739,30.51,97,100,10.47
353,Poum,NC,2021-10-10 00:12:34,-20.2333,164.0167,74.43,64,8,8.41
354,Honningsvag,NO,2021-10-10 00:12:35,70.9821,25.9704,43.99,90,100,6.87
355,Yangjiang,CN,2021-10-10 00:12:35,21.85,111.9667,80.94,90,100,21.94
356,Perth,AU,2021-10-10 00:11:42,-31.9333,115.8333,58.08,62,97,11.5
357,Kheri,IN,2021-10-10 00:12:36,27.9,80.8,71.73,72,0,1.19
358,College,US,2021-10-10 00:12:36,64.8569,-147.8028,39.52,84,75,4.61
359,Soyo,AO,2021-10-10 00:12:36,-6.1349,12.3689,75.33,86,72,8.3
360,Pochutla,MX,2021-10-10 00:12:37,15.7432,-96.4661,75.6,91,97,5.86
361,Aron,IN,2021-10-10 00:12:37,24.3833,77.4167,72.46,65,33,5.64
362,Kavieng,PG,2021-10-10 00:12:38,-2.5744,150.7967,83.53,71,83,8.84
363,Tomelloso,ES,2021-10-10 00:12:38,39.1522,-3.0243,60.51,71,91,8.05
364,Yinchuan,CN,2021-10-10 00:12:38,38.4681,106.2731,45.48,39,100,5.08
365,Kropotkin,RU,2021-10-10 00:12:39,45.4375,40.5756,48.38,66,97,16.42
366,Najran,SA,2021-10-10 00:12:39,17.4924,44.1277,71.24,41,7,3.89
367,Columbia,US,2021-10-10 00:07:49,34.0007,-81.0348,72.88,78,1,1.01
368,Bogande,BF,2021-10-10 00:12:39,12.9714,-0.1436,88.36,41,64,5.39
369,Jumla,NP,2021-10-10 00:12:40,29.2747,82.1838,49.86,76,3,4.81
370,Bandiagara,ML,2021-10-10 00:12:40,14.3501,-3.6104,86.43,17,31,6.87
371,Morganton,US,2021-10-10 00:12:41,35.7454,-81.6848,67.84,94,1,1.99
372,Natal,BR,2021-10-10 00:07:42,-5.795,-35.2094,78.08,77,34,11.9
373,Daugavpils,LV,2021-10-10 00:12:41,55.8833,26.5333,37.62,76,30,3.06
374,Saint-Augustin,CA,2021-10-10 00:12:41,51.226,-58.6502,43.05,58,20,6.15
375,Haines Junction,CA,2021-10-10 00:12:42,60.7522,-137.5108,38.91,81,100,5.35
376,Bagh,IN,2021-10-10 00:12:42,22.3667,74.7667,76.44,76,96,6.85
377,Cap-Aux-Meules,CA,2021-10-10 00:12:42,47.3821,-61.8597,50.04,62,3,9.89
378,South Lake Tahoe,US,2021-10-10 00:10:05,38.9332,-119.9844,57.09,34,1,0.0
379,Camacha,PT,2021-10-10 00:12:43,33.0833,-16.3333,69.22,64,40,11.5
380,Gondar,ET,2021-10-10 00:12:43,12.6,37.4667,56.03,89,94,3.22
381,Kholmogory,RU,2021-10-10 00:12:44,64.2229,41.656,37.51,95,97,4.63
382,Teya,RU,2021-10-10 00:12:44,60.3778,92.6267,32.09,89,100,12.59
383,Khash,IR,2021-10-10 00:12:45,28.2211,61.2158,58.33,31,0,5.55
384,Lokosovo,RU,2021-10-10 00:12:45,61.1333,74.8167,29.05,82,69,7.65
385,Manggar,ID,2021-10-10 00:12:46,-2.8833,108.2667,83.46,73,52,8.52
386,Suratgarh,IN,2021-10-10 00:12:46,29.3167,73.9,85.69,28,0,7.85
387,Elat,IL,2021-10-10 00:12:47,29.5581,34.9482,75.33,66,0,7.54
388,Porto Belo,BR,2021-10-10 00:12:47,-27.1578,-48.5531,68.16,85,100,9.75
389,Korla,CN,2021-10-10 00:12:48,41.7597,86.1469,43.75,46,4,1.3
390,Comodoro Rivadavia,AR,2021-10-10 00:12:48,-45.8667,-67.5,57.06,54,0,3.44
391,Grand Gaube,MU,2021-10-10 00:12:48,-20.0064,57.6608,72.37,74,1,8.01
392,La Palma,US,2021-10-10 00:12:49,33.8464,-118.0467,80.65,51,1,4.0
393,Dustlik,UZ,2021-10-10 00:12:49,40.5247,68.0358,46.36,33,96,7.11
394,Kerman,IR,2021-10-10 00:12:50,30.2832,57.0788,57.78,39,0,5.91
395,Mae Ramat,TH,2021-10-10 00:12:50,16.984,98.5166,75.31,99,100,1.16
396,Muhos,FI,2021-10-10 00:12:50,64.808,25.9931,51.58,98,100,7.4
397,Sevierville,US,2021-10-10 00:12:51,35.8681,-83.5618,71.83,84,1,0.0
398,Novobirilyussy,RU,2021-10-10 00:12:51,56.9514,90.6661,36.99,86,100,7.52
399,Cravo Norte,CO,2021-10-10 00:12:51,6.3017,-70.2041,80.37,79,94,3.51
400,Sorong,ID,2021-10-10 00:12:52,-0.8833,131.25,81.61,84,60,6.35
401,Brae,GB,2021-10-10 00:10:43,60.3964,-1.353,51.71,91,74,14.16
402,Cockburn Town,TC,2021-10-10 00:08:06,21.4612,-71.1419,82.36,69,40,8.05
403,Rundu,NA,2021-10-10 00:12:52,-17.9333,19.7667,73.27,13,41,4.81
404,Noshiro,JP,2021-10-10 00:12:53,40.2039,140.0242,68.23,69,69,8.66
405,Benguela,AO,2021-10-10 00:12:53,-12.5763,13.4055,72.61,77,44,1.66
406,Clyde River,CA,2021-10-10 00:10:09,70.4692,-68.5914,33.87,76,100,7.65
407,South Sioux City,US,2021-10-10 00:12:54,42.4739,-96.4136,73.0,63,1,4.0
408,New Glasgow,CA,2021-10-10 00:12:54,45.5834,-62.6486,50.79,76,4,3.02
409,Wenatchee,US,2021-10-10 00:08:34,47.4235,-120.3103,63.41,47,75,1.01
410,Boyuibe,BO,2021-10-10 00:12:54,-20.4167,-63.2833,65.95,93,92,8.66
411,Opelika,US,2021-10-10 00:12:36,32.6454,-85.3783,73.27,82,1,0.0
412,Mirnyy,RU,2021-10-10 00:08:20,62.5353,113.9611,34.79,96,100,13.09
413,Kwidzyn,PL,2021-10-10 00:12:55,53.7249,18.9311,38.26,86,62,5.26
414,Fukue,JP,2021-10-10 00:12:55,32.6881,128.8419,78.26,75,0,11.92
415,Riyadh,SA,2021-10-10 00:11:40,24.6877,46.7219,73.54,18,1,3.27
416,Isangel,VU,2021-10-10 00:08:18,-19.55,169.2667,76.33,63,37,15.59
417,Vostok,RU,2021-10-10 00:08:23,46.4856,135.8833,44.67,98,100,4.97
418,Salta,AR,2021-10-10 00:12:56,-24.7859,-65.4117,65.57,62,86,3.0
419,Kulhudhuffushi,MV,2021-10-10 00:12:57,6.6221,73.07,82.67,79,61,16.31
420,Kirakira,SB,2021-10-10 00:10:03,-10.4544,161.9205,82.63,77,73,2.95
421,Los Llanos De Aridane,ES,2021-10-10 00:09:31,28.6585,-17.9182,67.75,86,40,9.22
422,Kuytun,RU,2021-10-10 00:12:58,54.3419,101.5036,36.03,66,95,5.64
423,Coquimbo,CL,2021-10-10 00:12:58,-29.9533,-71.3436,56.93,71,0,8.05
424,Roros,NO,2021-10-10 00:12:58,62.5747,11.3842,49.84,87,40,3.44
425,Ust-Barguzin,RU,2021-10-10 00:12:58,53.45,108.9833,37.87,83,85,8.01
426,Bathsheba,BB,2021-10-10 00:12:59,13.2167,-59.5167,81.23,79,95,13.56
427,Chaumont-Gistoux,BE,2021-10-10 00:13:00,50.6775,4.7212,48.74,96,48,1.14
428,Kumbo,CM,2021-10-10 00:13:00,6.2,10.6667,61.65,88,92,2.68
429,Pathein,MM,2021-10-10 00:13:00,16.7833,94.7333,76.96,92,94,0.43
430,Mega,ET,2021-10-10 00:13:01,4.05,38.3,61.83,78,69,14.41
431,Brownsville,US,2021-10-10 00:13:01,25.9018,-97.4975,85.08,71,1,3.0
432,Straumen,NO,2021-10-10 00:13:02,63.8709,11.2999,54.63,98,100,1.48
433,Havre-Saint-Pierre,CA,2021-10-10 00:08:36,50.2334,-63.5986,45.32,63,72,5.64
434,Dawei,MM,2021-10-10 00:13:03,14.0833,98.2,76.37,95,100,2.33
435,Yendi,GH,2021-10-10 00:13:03,9.4427,-0.0099,78.01,82,96,4.54
436,Kysyl-Syr,RU,2021-10-10 00:13:04,63.8986,122.7617,34.63,97,100,11.52
437,Tamandare,BR,2021-10-10 00:13:04,-8.7597,-35.1047,75.2,79,48,6.98
438,Khandyga,RU,2021-10-10 00:13:04,62.6667,135.6,33.89,88,100,7.96
439,Portarlington,IE,2021-10-10 00:13:06,53.1622,-7.1911,54.86,95,4,4.5
440,Biltine,TD,2021-10-10 00:13:06,14.5333,20.9167,83.98,17,100,9.48
441,Popondetta,PG,2021-10-10 00:13:07,-8.7537,148.2534,80.47,76,98,1.83
442,Umm Kaddadah,SD,2021-10-10 00:13:07,13.6017,26.6876,84.16,14,95,11.25
443,Hervey Bay,AU,2021-10-10 00:11:43,-25.2986,152.8535,81.03,67,6,9.98
444,Cortez,US,2021-10-10 00:13:08,37.3489,-108.5859,63.52,41,1,12.66
445,Te Anau,NZ,2021-10-10 00:09:28,-45.4167,167.7167,59.14,59,57,5.17
446,Anuradhapura,LK,2021-10-10 00:13:08,8.3565,80.4173,76.48,91,100,7.65
447,Acari,PE,2021-10-10 00:13:08,-15.4311,-74.6158,66.61,84,75,5.84
448,Seoul,KR,2021-10-10 00:13:09,37.5683,126.9778,74.68,76,85,5.44
449,Thessalon,CA,2021-10-10 00:13:09,46.2501,-83.5666,64.89,91,100,5.84
450,Piacabucu,BR,2021-10-10 00:09:57,-10.4056,-36.4344,75.43,78,29,8.05
451,Kuryk,KZ,2021-10-10 00:13:10,43.2,51.65,49.19,35,3,6.85
452,Taoudenni,ML,2021-10-10 00:09:12,22.6783,-3.9836,91.29,10,91,6.42
453,Lyambir,RU,2021-10-10 00:13:10,54.2817,45.1249,37.62,78,28,4.43
454,Nhulunbuy,AU,2021-10-10 00:09:59,-12.2333,136.7667,84.81,70,75,13.8
455,Vilyuysk,RU,2021-10-10 00:13:11,63.7553,121.6247,35.31,97,100,11.95
456,Huai Yot,TH,2021-10-10 00:13:11,7.7893,99.6348,77.47,90,100,6.04
457,Rocha,UY,2021-10-10 00:13:12,-34.4833,-54.3333,50.47,94,1,5.88
458,Berbera,SO,2021-10-10 00:13:12,10.4396,45.0143,87.15,68,66,3.49
459,Pacific Grove,US,2021-10-10 00:13:13,36.6177,-121.9166,76.6,72,1,5.99
460,Deputatskiy,RU,2021-10-10 00:13:13,69.3,139.9,19.85,82,100,4.03
461,Lovozero,RU,2021-10-10 00:13:13,68.005,35.0117,38.91,95,100,2.57
462,San Joaquin,US,2021-10-10 00:13:14,37.9333,-121.3011,76.15,35,1,10.36
463,Neyshabur,IR,2021-10-10 00:13:14,36.2133,58.7958,42.67,46,0,0.4
464,Ojinaga,MX,2021-10-10 00:13:14,29.5667,-104.4167,97.75,11,1,5.75
465,Sola,VU,2021-10-10 00:10:58,-13.8833,167.55,78.8,83,52,21.14
466,Freeport,US,2021-10-10 00:12:28,40.6576,-73.5832,66.25,73,90,8.01
467,Mbaiki,CF,2021-10-10 00:13:15,3.8678,17.9892,70.88,99,100,0.65
468,Ngunguru,NZ,2021-10-10 00:13:15,-35.6167,174.5,67.15,64,72,14.34
469,Labuhan,ID,2021-10-10 00:13:16,-6.8844,112.2051,81.32,70,75,10.04
470,Kiruna,SE,2021-10-10 00:13:16,67.8557,20.2251,43.72,100,90,12.66
471,Bermejo,AR,2021-10-10 00:13:17,-32.8833,-68.8,64.11,49,95,4.59
472,Hofn,IS,2021-10-10 00:13:17,64.2539,-15.2082,45.9,93,100,4.63
473,Asau,RO,2021-10-10 00:13:17,46.4333,26.4,39.76,80,12,4.34
474,Mecca,SA,2021-10-10 00:13:18,21.4267,39.8261,85.64,51,20,3.2
475,Kiunga,PG,2021-10-10 00:13:18,-6.1219,141.2906,73.98,98,100,0.45
476,Salalah,OM,2021-10-10 00:13:19,17.0151,54.0924,80.69,78,20,3.44
477,Grand Baie,MU,2021-10-10 00:13:19,-20.0182,57.5802,72.45,74,1,8.01
478,Xudat,AZ,2021-10-10 00:13:19,41.631,48.681,51.48,75,30,4.41
479,Harnai,PK,2021-10-10 00:13:20,30.1005,67.9374,75.13,14,0,6.55
480,Jalingo,NG,2021-10-10 00:13:20,8.8833,11.3667,74.66,93,100,3.33
481,Conde,BR,2021-10-10 00:13:20,-7.2597,-34.9075,74.66,83,20,5.75
482,Hvide Sande,DK,2021-10-10 00:13:21,56.0045,8.1294,44.1,71,60,13.04
483,Ciudad Bolivar,VE,2021-10-10 00:13:21,8.1222,-63.5497,83.17,69,100,5.7
484,Bolobo,CD,2021-10-10 00:13:21,-2.1667,16.2333,73.62,94,100,2.68
485,Fasa,IR,2021-10-10 00:13:22,28.9383,53.6482,67.75,25,0,6.93
486,Igarka,RU,2021-10-10 00:13:22,67.4667,86.5833,24.21,80,95,18.32
487,Markova,UA,2021-10-10 00:13:22,48.6758,24.4138,33.75,65,39,3.51
488,Sarmanovo,RU,2021-10-10 00:13:23,55.2553,52.5891,47.08,83,100,6.15
489,Oktyabrskiy,RU,2021-10-10 00:13:23,54.4815,53.471,43.83,84,99,3.74
490,Namwala,ZM,2021-10-10 00:13:24,-15.7504,26.4384,76.8,30,2,4.21
491,Kieta,PG,2021-10-10 00:13:24,-6.2167,155.6333,84.47,70,43,5.44
492,Aksarka,RU,2021-10-10 00:13:24,66.5606,67.7975,28.22,72,24,13.27
493,Sitio Novo Do Tocantins,BR,2021-10-10 00:13:25,-5.5183,-47.4611,81.43,62,100,3.44
494,Kankaanpaa,FI,2021-10-10 00:13:26,61.8,22.4167,52.56,95,100,7.54
495,Atambua,ID,2021-10-10 00:13:27,-9.1061,124.8925,82.72,45,62,0.98
496,Padang,ID,2021-10-10 00:13:27,-0.9492,100.3543,75.25,86,47,2.66
497,Batsfjord,NO,2021-10-10 00:13:27,70.6345,29.7185,39.43,94,100,4.74
498,Isla Vista,US,2021-10-10 00:10:50,34.4133,-119.861,77.07,47,1,5.75
499,Egvekinot,RU,2021-10-10 00:13:28,66.3167,-179.1667,20.95,82,100,3.76
500,Dornoch,GB,2021-10-10 00:13:28,57.8805,-4.0288,50.05,95,35,9.62
501,Bermeo,ES,2021-10-10 00:13:29,43.4209,-2.7215,60.69,82,47,4.72
502,Coihaique,CL,2021-10-10 00:13:29,-45.5752,-72.0662,51.75,66,20,3.44
503,Bambous Virieux,MU,2021-10-10 00:13:29,-20.3428,57.7575,72.21,76,8,16.17
504,Lopatyn,UA,2021-10-10 00:13:30,50.2202,24.8483,36.14,60,2,7.25
505,Kaduqli,SD,2021-10-10 00:13:30,11.0167,29.7167,76.33,41,34,2.08
506,Broken Hill,AU,2021-10-10 00:13:30,-31.95,141.4333,52.95,83,100,16.49
507,Oruro,BO,2021-10-10 00:13:31,-17.9833,-67.15,45.91,76,90,9.89
508,Machado,BR,2021-10-10 00:13:31,-21.6747,-45.9197,66.56,93,85,5.79
509,Guane,CU,2021-10-10 00:13:31,22.2025,-84.0875,78.13,85,37,4.56
510,Kajaani,FI,2021-10-10 00:13:32,64.2273,27.7285,48.25,100,90,6.91
511,Perry,US,2021-10-10 00:13:32,37.2506,-83.1999,73.54,75,1,2.91
512,Gimbi,ET,2021-10-10 00:13:33,9.1667,35.8333,55.26,98,99,2.06
513,Ambulu,ID,2021-10-10 00:13:33,-8.345,113.6058,78.69,77,87,2.66
514,Matara,LK,2021-10-10 00:13:34,5.9485,80.5353,79.02,88,100,10.85
515,Vilcun,CL,2021-10-10 00:13:34,-38.65,-72.2333,54.34,94,0,1.92
516,Half Moon Bay,US,2021-10-10 00:13:34,37.4636,-122.4286,77.23,54,1,1.01
517,Yuxia,CN,2021-10-10 00:13:35,34.0615,108.6291,46.27,91,100,4.52
518,Alekseyevsk,RU,2021-10-10 00:13:35,57.8406,108.3492,39.9,89,100,18.03
519,Iralaya,HN,2021-10-10 00:13:35,15.0,-83.2333,82.49,83,22,6.69
520,Nanding,CN,2021-10-10 00:13:36,36.7483,118.0558,61.0,66,100,10.22
521,Raudeberg,NO,2021-10-10 00:13:36,61.9875,5.1352,58.19,91,100,11.01
522,Bilma,NE,2021-10-10 00:13:36,18.6853,12.9164,81.61,17,1,5.32
523,Quatre Cocos,MU,2021-10-10 00:13:37,-20.2078,57.7625,72.09,77,9,16.17
524,Yining,CN,2021-10-10 00:13:37,29.0361,114.5636,69.62,95,100,3.06
525,Acajutla,SV,2021-10-10 00:13:38,13.5928,-89.8275,80.64,83,100,6.62
526,Cayenne,GF,2021-10-10 00:13:38,4.9333,-52.3333,83.08,82,100,1.99
527,Sur,OM,2021-10-10 00:13:38,22.5667,59.5289,82.56,50,6,6.71
528,Gucheng,CN,2021-10-10 00:13:39,35.9115,111.3192,53.01,51,100,2.68
529,Riviere-Du-Loup,CA,2021-10-10 00:13:39,47.8304,-69.5342,48.15,83,44,2.75
530,Eureka,US,2021-10-10 00:10:42,40.8021,-124.1637,70.75,67,3,5.99
531,Sale,MA,2021-10-10 00:13:40,34.0389,-6.8166,69.64,100,40,0.0
532,Kushima,JP,2021-10-10 00:13:40,31.4583,131.2333,78.78,73,91,10.76
533,Navalmoral De La Mata,ES,2021-10-10 00:13:41,39.8916,-5.5406,66.96,49,95,4.03
534,The Pas,CA,2021-10-10 00:13:41,53.8251,-101.2541,53.96,51,0,9.82
535,Weyburn,CA,2021-10-10 00:13:41,49.6668,-103.8511,57.18,47,76,2.73
536,Ulaangom,MN,2021-10-10 00:13:42,49.9811,92.0667,30.99,58,0,3.71
537,Chimore,BO,2021-10-10 00:13:42,-16.9833,-65.1333,79.52,73,100,2.75
538,Peniche,PT,2021-10-10 00:13:42,39.3558,-9.3811,63.88,92,60,7.9
539,Hami,CN,2021-10-10 00:13:43,42.8,93.45,41.61,35,0,5.39
540,Langarud,IR,2021-10-10 00:13:43,37.197,50.1535,57.45,85,94,2.91
541,Bardiyah,LY,2021-10-10 00:13:44,31.7561,25.0865,74.01,51,0,6.15
542,Majene,ID,2021-10-10 00:13:44,-3.5403,118.9707,80.69,80,100,8.61
543,Sabha,LY,2021-10-10 00:13:44,27.0377,14.4283,75.72,15,0,10.0
544,Svetlogorsk,BY,2021-10-10 00:13:45,52.6333,29.7333,36.32,80,0,3.33
545,Amuntai,ID,2021-10-10 00:13:45,-2.4177,115.2494,81.3,76,87,2.1
546,Menongue,AO,2021-10-10 00:13:45,-14.6585,17.691,71.28,37,74,2.55
547,Erzin,TR,2021-10-10 00:13:46,36.9559,36.2,69.01,31,0,3.0
548,Mana,GF,2021-10-10 00:13:46,5.6592,-53.7767,81.82,81,100,12.12
549,Surt,LY,2021-10-10 00:13:47,31.2089,16.5887,75.69,77,52,14.56
550,Sande,DE,2021-10-10 00:13:47,53.5049,8.0142,47.01,72,78,7.7
551,Malysheva,RU,2021-10-10 00:13:48,57.1185,61.4035,39.18,90,93,4.81
552,Novopokrovka,UA,2021-10-10 00:13:48,49.8425,36.5477,44.29,45,100,8.57
